0,0.9137
1,1.6519
2,0.7109
3,0.9186
4,1.4269
5,0.7475
6,0.8491
7,0.7744
8,0.7417
9,1.3572
10,1.9579
11,1.065
12,0.8058
13,1.2726
14,0.6247
15,0.8044
16,1.6478
17,0.7021
18,0.1936
19,0.5156
20,0.1205
21,0.2437
22,0.6056
23,0.1065
24,0.3702
25,0.8397
26,0.3927
27,0.0
28,0.3309
29,0.0522
30,1.02
31,1.4316
32,0.6525
33,1.018
34,1.5422
35,0.7477
36,1.1495
37,1.493
38,0.6837
39,0.3955
40,0.5723
41,0.1149
42,0.84
43,1.3169
44,0.8118
45,0.6903
46,1.2331
47,0.6972
48,0.2639
49,0.7657
50,0.3349
51,1.3252
52,1.8756
53,1.0635
54,0.0
55,0.3639
56,0.0
57,0.7146
58,1.2453
59,0.5443
60,1.0682
61,1.8844
62,0.4518
63,0.5727
64,1.0719
65,0.4341
66,0.2098
67,0.5162
68,0.4666
69,1.0723
70,1.536
71,0.7571
72,0.7162
73,1.1084
74,0.4672
75,0.8618
76,1.4346
77,0.6711
78,1.0157
79,1.6068
80,0.6524
81,0.4388
82,0.8835
83,0.3265
84,0.3782
85,0.6933
86,0.5642
87,0.6376
88,0.9578
89,0.3847
90,0.1076
91,0.2883
92,0.0
93,0.3312
94,0.7538
95,0.6907
96,1.0999
97,1.676
98,0.7355
99,0.8221
100,1.1591
101,0.487
102,0.4159
103,0.9263
104,0.0834
105,1.0138
106,1.5606
107,0.6938
108,0.9725
109,1.4694
110,0.5709
111,0.3398
112,0.5279
113,0.012
114,0.5081
115,1.0355
116,0.0624
117,0.8485
118,1.502
119,0.5274
120,0.8302
121,1.3819
122,0.6279
123,0.0639
124,0.4242
125,0.5372
126,0.8892
127,1.3327
128,0.6738
129,0.4279
130,0.9743
131,0.3285
132,0.4099
133,0.3405
134,0.6011
135,0.6111
136,1.0546
137,0.6968
138,0.0304
139,0.3719
140,0.2483
141,0.9391
142,1.3258
143,0.6903
144,0.0
145,0.1729
146,0.1959
147,0.0
148,0.0
149,0.0
150,0.3904
151,0.6173
152,0.3976
153,0.6893
154,0.7269
155,0.7926
156,0.7061
157,1.0566
158,0.7235
159,0.8225
160,1.2805
161,0.8977
162,0.0
163,0.1469
164,0.3204
165,0.0
166,0.1482
167,0.2229
168,0.7293
169,1.0838
170,0.8287
171,0.1827
172,0.5414
173,0.4067
174,0.0
175,0.0
176,0.0
177,0.0
178,0.0884
179,0.2427
180,0.0728
181,0.4021
182,0.3407
183,0.8513
184,0.8341
185,0.7538
186,0.2833
187,0.5059
188,0.2248
189,0.5931
190,0.9503
191,0.6586
192,0.0
193,0.3272
194,0.0976
195,1.5524
196,1.9979
197,1.1435
198,0.9925
199,1.3396
200,0.7546
201,1.3882
202,2.0331
203,0.73
204,0.0961
205,0.5089
206,0.0
207,0.5537
208,0.857
209,0.4
210,1.1049
211,1.7417
212,0.42
213,0.2144
214,0.5291
215,0.0
216,0.1053
217,0.2952
218,0.1175
219,0.92
220,1.4254
221,1.0606
222,1.7051
223,2.2755
224,1.1477
225,1.33
226,1.7712
227,0.9504
228,1.1559
229,1.5974
230,0.8084
231,0.7033
232,1.0376
233,0.5251
234,0.2033
235,0.4844
236,0.0421
237,0.952
238,1.6019
239,0.5128
240,1.4309
241,2.0753
242,1.0373
243,1.1676
244,1.6777
245,0.6823
246,0.6398
247,1.0468
248,0.9079
249,0.8935
250,1.4508
251,0.6172
252,0.7035
253,1.0779
254,0.5104
255,0.8393
256,1.3656
257,0.3296
258,0.0541
259,0.4408
260,0.0
261,0.8898
262,1.3102
263,0.6232
264,0.8971
265,1.4702
266,0.2553
267,0.0115
268,0.239
269,0.0
270,0.4132
271,0.6555
272,0.3068
273,0.2753
274,0.6872
275,0.5709
276,0.9546
277,1.3293
278,0.6705
279,0.5434
280,0.8573
281,0.2991
282,1.0128
283,1.5429
284,0.6471
285,1.1622
286,1.6618
287,0.7521
288,0.4494
289,0.8336
290,0.2426
291,0.8344
292,1.3641
293,0.3359
294,0.8069
295,1.2358
296,0.4169
297,0.0
298,0.34
299,0.3245
300,0.8978
301,1.3335
302,0.6621
303,0.3698
304,1.5279
305,0.6521
306,0.052
307,0.3614
308,0.0
309,0.3346
310,0.8372
311,0.3919
312,0.0
313,0.3487
314,0.0
315,0.1969
316,0.4653
317,0.0306
318,1.1677
319,1.5261
320,0.6856
321,0.4566
322,0.6433
323,0.2443
324,0.2955
325,0.8287
326,0.399
327,1.1384
328,1.4741
329,0.7579
330,0.255
331,0.8291
332,0.3471
333,0.0
334,0.3216
335,0.0179
336,0.3801
337,0.5034
338,0.24
339,0.2521
340,0.7807
341,0.3595
342,0.3697
343,1.5485
344,0.6659
345,0.8744
346,1.8292
347,0.55
348,0.0
349,0.2239
350,0.0
351,0.6982
352,1.16
353,0.4894
354,0.2685
355,0.6923
356,0.144
357,0.6107
358,1.0409
359,0.3392
360,0.0
361,0.367
362,0.0
363,0.612
364,1.1004
365,0.3514
366,0.1154
367,0.52
368,0.0012
369,0.9031
370,1.4874
371,0.2966
372,0.0
373,0.0
374,0.0
375,0.9571
376,1.2979
377,0.6889
378,0.9172
379,1.2803
380,0.6965
381,0.0
382,0.4233
383,0.0581
384,0.1726
385,0.4551
386,0.0892
387,0.0
388,0.0338
389,0.0
390,0.4257
391,0.7005
392,0.278
393,0.1165
394,0.3795
395,0.0643
396,0.1837
397,0.6502
398,0.0
399,0.0
400,0.0
401,0.1265
402,0.3414
403,0.5404
404,0.2763
405,0.0942
406,0.2527
407,0.0799
408,0.0
409,0.0
410,0.1486
411,0.6404
412,0.974
413,0.4186
414,0.4097
415,0.7486
416,0.181
417,0.6309
418,0.9533
419,0.4859
420,0.152
